peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Cho Oyu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",7270.0,1,0,0,0,False
Makalu,2012,Autumn,"Bad weather (storms, high winds)",6750.0,1,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,6,0,0,0,False
Ama Dablam,2012,Autumn,Unknown,7300.0,7,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,1,0,2,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,5,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,5,0,3,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,1,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,5,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,4,0,2,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,4,0,5,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,12,0,7,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,2,0,False
Arniko Chuli,2012,Autumn,Success (main peak),6034.0,3,0,1,0,False
Baruntse,2012,Autumn,Success (main peak),7152.0,11,0,2,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,4,0,3,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,4,0,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,1,0,True
Himlung Himal,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",6900.0,5,0,2,0,False
Putha Hiunchuli,2012,Autumn,"Bad weather (storms, high winds)",6000.0,2,0,1,0,False
Annapurna I,2012,Spring,Other,6400.0,1,0,0,0,False
Ama Dablam,2012,Autumn,Lack (or loss) of supplies or equipment,6200.0,1,0,1,0,False
Lunag Ri,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6450.0,2,0,0,0,False
Baruntse,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700.0,9,0,5,0,False
Jobo Rinjang,2012,Autumn,Success (main peak),6778.0,1,0,0,0,False
Jobo Rinjang,2012,Autumn,Did not attempt climb,7300.0,6,0,0,0,False
Putha Hiunchuli,2012,Autumn,"Bad weather (storms, high winds)",5480.0,1,0,2,0,False
Ama Dablam,2013,Spring,"Bad weather (storms, high winds)",6000.0,2,0,0,0,False
Ama Dablam,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,7,0,0,0,False
Ama Dablam,2013,Spring,Lack (or loss) of supplies or equipment,5800.0,2,0,0,0,False
Ama Dablam,2013,Spring,Lack (or loss) of supplies or equipment,5935.0,1,0,1,0,False
Ama Dablam,2013,Spring,Lack of time,6200.0,8,0,0,0,False
Ama Dablam,2013,Spring,Lack (or loss) of supplies or equipment,5900.0,1,0,1,0,False
Anidesh Chuli,2013,Spring,Accident (death or serious injury),6500.0,4,0,0,0,False
Baruntse,2013,Spring,Success (main peak),7152.0,4,0,0,0,False
Cho Oyu,2013,Spring,Lack (or loss) of supplies or equipment,7400.0,1,0,1,0,False
Cho Oyu,2013,Spring,Lack (or loss) of supplies or equipment,6900.0,1,0,0,0,False
Cho Oyu,2013,Spring,"Bad weather (storms, high winds)",7513.0,6,0,1,0,False
Cho Oyu,2013,Spring,Success (main peak),8188.0,2,0,1,0,True
Cho Oyu,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7200.0,1,0,1,0,False
Dhaulagiri I,2013,Spring,"Bad weather (storms, high winds)",6700.0,4,0,0,0,False
Everest,2013,Spring,"Illness, AMS, exhaustion, or frostbite",5500.0,1,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,2,0,3,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,5,0,True
Everest,2013,Spring,"Bad weather (storms, high winds)",7900.0,1,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,14,0,24,0,True
Everest,2013,Spring,Success (main peak),8850.0,25,0,29,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2013,Spring,Success (main peak),8850.0,7,0,6,0,True
Everest,2013,Spring,Success (main peak),8850.0,3,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2013,Spring,"Bad weather (storms, high winds)",8300.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7900.0,1,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,11,0,6,0,True
Everest,2013,Spring,Success (main peak),8850.0,10,0,6,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2013,Spring,Success (main peak),8850.0,14,0,15,0,True
Everest,2013,Spring,Success (main peak),8850.0,4,0,5,0,True
Everest,2013,Spring,Success (subpeak),8850.0,4,0,3,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,9,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2013,Spring,"Illness, AMS, exhaustion, or frostbite",8400.0,1,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,"Bad weather (storms, high winds)",8300.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,2,0,4,0,True
Everest,2013,Spring,Success (main peak),8850.0,7,0,7,0,True
Kangchung Nup,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5550.0,3,0,0,0,False
Lhotse,2013,Spring,Did not reach base camp,7300.0,1,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,5,0,2,0,True
Lhotse,2013,Spring,Lack of time,5100.0,2,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,2,0,True
Makalu,2013,Spring,Success (main peak),8485.0,5,0,0,0,False
Makalu,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800.0,1,0,1,0,False
Makalu,2013,Spring,Success (main peak),8485.0,1,0,1,0,True
Makalu,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7200.0,1,0,0,0,False
Makalu,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800.0,1,0,1,0,False
Makalu,2013,Spring,Success (main peak),8485.0,1,0,0,0,False
Makalu,2013,Spring,Success (main peak),8485.0,1,0,0,0,False
Makalu,2013,Spring,Lack (or loss) of supplies or equipment,8200.0,1,0,1,0,True
Makalu,2013,Spring,Lack (or loss) of supplies or equipment,8300.0,1,0,1,0,True
Makalu,2013,Spring,"Illness, AMS, exhaustion, or frostbite",8100.0,3,0,1,0,True
Manaslu,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5700.0,1,0,1,0,False
Putha Hiunchuli,2013,Spring,Success (main peak),7246.0,4,0,2,0,False
Everest,2013,Spring,Success (main peak),8850.0,0,0,16,1,True
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,1,0,True
Everest,2012,Spring,"Bad weather (storms, high winds)",7900.0,1,0,1,0,True
Ama Dablam,2012,Autumn,Success (main peak),6814.0,10,0,5,0,False
Ama Dablam,2010,Autumn,Success (main peak),6814.0,3,0,1,0,False
Khatung Khang,2010,Autumn,Success (main peak),6484.0,4,0,1,0,False
Baruntse,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6650.0,5,0,2,0,False
Ama Dablam,2012,Autumn,"Bad weather (storms, high winds)",6500.0,1,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,2,0,False
Putha Hiunchuli,2012,Autumn,Success (main peak),7246.0,5,0,1,0,False
Putha Hiunchuli,2012,Autumn,Success (main peak),7246.0,3,0,2,0,False
Raksha Urai,2012,Autumn,Success (main peak),6609.0,2,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,2,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,3,0,4,0,True
Manaslu,2011,Autumn,Success (main peak),8163.0,1,0,1,0,False
Annapurna I,2012,Spring,"Illness, AMS, exhaustion, or frostbite",8000.0,1,0,1,0,True
Ama Dablam,2009,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,1,0,1,0,False
Cho Oyu,2010,Autumn,"Bad weather (storms, high winds)",7100.0,1,0,0,0,False
Cho Oyu,2011,Autumn,"Bad weather (storms, high winds)",8100.0,5,0,1,0,False
Everest,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,1,0,0,0,False
Everest,2011,Spring,Unknown,7000.0,1,0,1,0,False
Cho Oyu,2009,Autumn,Did not attempt climb,7300.0,9,0,0,0,False
Ama Dablam,2013,Spring,Success (main peak),6814.0,7,0,0,0,False
Ama Dablam,2013,Spring,"Bad weather (storms, high winds)",6000.0,2,0,0,0,False
Ama Dablam,2013,Spring,Lack (or loss) of supplies or equipment,6300.0,2,0,0,0,False
Ama Dablam,2013,Spring,Did not reach base camp,7300.0,2,0,0,0,False
Ama Dablam,2013,Spring,Success (main peak),6814.0,7,0,1,0,False
Ama Dablam,2013,Spring,Lack (or loss) of supplies or equipment,5910.0,1,0,1,0,False
Annapurna IV,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5950.0,9,0,5,0,False
Baruntse,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7030.0,4,0,0,0,False
Bhrikuti,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,6,0,3,0,False
Bijora Hiunchuli,2013,Spring,"Bad weather (storms, high winds)",5900.0,9,0,2,0,False
Cho Oyu,2013,Spring,Lack (or loss) of supplies or equipment,7400.0,1,0,0,0,False
Cho Oyu,2013,Spring,Success (main peak),8188.0,10,0,4,0,False
Cho Oyu,2013,Spring,Success (main peak),8188.0,8,0,3,0,True
Danphe Shail,2013,Summer,Did not attempt climb,7300.0,1,0,0,0,False
Dhaulagiri I,2013,Spring,"Bad weather (storms, high winds)",8060.0,1,1,2,1,True
Dhaulagiri I,2013,Spring,Accident (death or serious injury),8000.0,3,1,1,0,False
Dhaulagiri I,2013,Spring,"Bad weather (storms, high winds)",7600.0,6,0,3,0,False
Dhaulagiri I,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8100.0,8,0,1,0,False
Dhaulagiri I,2013,Spring,Accident (death or serious injury),8050.0,3,0,3,0,True
Everest,2013,Spring,Success (main peak),8850.0,10,0,10,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,2,1,True
Everest,2013,Spring,Success (main peak),8850.0,4,0,5,0,True
Everest,2013,Spring,Accident (death or serious injury),8000.0,2,1,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,18,0,13,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,5,0,10,0,True
Everest,2013,Spring,Success (main peak),8850.0,16,0,20,0,True
Everest,2013,Spring,"Bad weather (storms, high winds)",8400.0,1,0,2,0,True
Everest,2013,Spring,Lack (or loss) of supplies or equipment,7400.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,12,0,12,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,11,0,14,0,True
Everest,2013,Spring,Success (main peak),8850.0,6,0,5,0,True
Everest,2013,Spring,Success (main peak),8850.0,8,0,10,0,True
Everest,2013,Spring,Success (main peak),8850.0,4,0,20,0,True
Everest,2013,Spring,Success (main peak),8850.0,14,0,13,0,True
Everest,2013,Spring,Success (main peak),8850.0,8,0,10,0,True
Everest,2013,Spring,Success (main peak),8850.0,42,0,65,1,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,Other,7500.0,3,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,16,0,14,0,True
Everest,2013,Spring,Success (main peak),8850.0,16,1,13,0,True
Everest,2013,Spring,Success (main peak),8850.0,25,0,34,0,True
Everest,2013,Spring,Success (main peak),8850.0,4,0,5,0,True
Everest,2013,Spring,Success (main peak),8850.0,11,0,15,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Gandharva Chuli,2013,Spring,Success (main peak),6248.0,2,0,0,0,False
Himlung Himal,2013,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,2,0,3,0,False
Kangchenjunga,2013,Spring,Success (main peak),8586.0,2,0,2,1,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,2,0,4,0,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,1,0,1,0,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,1,0,1,0,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,4,1,3,0,True
Kangchenjunga,2013,Spring,Lack (or loss) of supplies or equipment,8300.0,4,0,5,0,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,4,2,0,0,False
Kangchenjunga,2013,Spring,Lack (or loss) of supplies or equipment,8200.0,1,0,1,0,True
Kangchenjunga,2013,Spring,"Bad weather (storms, high winds)",7600.0,1,0,1,0,True
Kangchenjunga,2013,Spring,Success (main peak),8586.0,3,0,2,1,False
Kyazo Ri,2013,Spring,Success (main peak),6151.0,2,0,0,0,False
Lhotse,2013,Spring,"Bad weather (storms, high winds)",7800.0,2,0,1,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,4,0,2,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,5,0,2,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,0,0,False
Lhotse,2013,Spring,Success (subpeak),8516.0,5,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,2,0,True
Lhotse,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7500.0,1,0,1,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,2,0,True
Lhotse,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7100.0,2,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,8,0,4,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,4,0,4,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,12,0,4,0,True
Makalu,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7300.0,1,0,0,0,False
Manaslu,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,1,0,1,0,False
Manaslu,2013,Spring,"Bad weather (storms, high winds)",7440.0,2,0,0,0,False
Manaslu,2013,Spring,Did not attempt climb,6600.0,3,0,2,0,False
Nuptse,2013,Spring,Success (subpeak),7820.0,1,0,0,0,False
Nuptse,2013,Spring,Success (subpeak),7820.0,4,0,0,0,False
Nuptse,2013,Spring,Success (subpeak),7785.0,10,0,4,0,True
Putha Hiunchuli,2013,Spring,"Bad weather (storms, high winds)",6320.0,4,0,4,0,False
Putha Hiunchuli,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7050.0,2,0,2,0,False
Talung,2013,Spring,Success (main peak),7349.0,2,0,0,0,False
Tsartse,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,5,0,0,0,False
Dhaulagiri I,2013,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8100.0,2,0,0,0,False
Lhotse,2013,Spring,Success (main peak),8516.0,1,1,2,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,5,0,2,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,1,0,True
Lhotse,2013,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900.0,2,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,21,0,20,0,True
Everest,2013,Spring,Success (main peak),8850.0,4,0,4,0,True
Makalu,2013,Spring,Lack (or loss) of supplies or equipment,8200.0,7,0,7,0,True
Everest,2013,Spring,Success (main peak),8850.0,11,0,12,1,True
Cho Oyu,2013,Spring,"Bad weather (storms, high winds)",7150.0,9,0,5,0,False
Cho Oyu,2013,Spring,Unknown,7300.0,1,0,1,0,False
Everest,2013,Spring,"Illness, AMS, exhaustion, or frostbite",8300.0,2,0,1,0,False
Everest,2013,Spring,Unknown,7300.0,1,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,8,0,8,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,2,0,2,0,True
Everest,2013,Spring,Unknown,7300.0,3,0,0,0,False
Everest,2013,Spring,Unknown,7300.0,1,0,1,0,False
Makalu,2013,Spring,Success (main peak),8485.0,2,1,2,0,True
Manaslu,2013,Spring,"Bad weather (storms, high winds)",7440.0,1,0,1,0,False
Manaslu,2013,Spring,"Bad weather (storms, high winds)",7440.0,2,0,0,0,False
Manaslu,2013,Spring,"Bad weather (storms, high winds)",7300.0,2,0,4,0,False
Everest,2013,Spring,Success (main peak),8850.0,7,0,8,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2013,Spring,Success (main peak),8850.0,7,1,4,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,1,0,0,False
Himjung,2012,Autumn,Success (main peak),7092.0,2,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Lhotse,2013,Spring,Accident (death or serious injury),7800.0,1,0,1,0,True
Everest,2013,Spring,Success (main peak),8850.0,6,0,2,0,True
Everest,2013,Spring,Other,8700.0,1,0,0,0,False
Dorje Lhakpa,2013,Spring,Unknown,7300.0,5,0,3,0,False
Shalbachum,2012,Spring,Unknown,7300.0,2,0,0,0,False
Gurkarpo Ri,2011,Autumn,Unknown,7300.0,3,0,3,0,False
Dragmorpa Ri,2013,Spring,Success (main peak),6185.0,1,0,1,0,False
Sisne Himal,2013,Spring,Success (main peak),5849.0,2,0,6,0,False
Tukuche,2013,Spring,"Bad weather (storms, high winds)",6600.0,4,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,4,0,5,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,1,0,3,0,True
Lhotse,2013,Spring,Success (main peak),8516.0,3,0,0,0,False
Everest,2013,Spring,Did not attempt climb,7300.0,1,0,0,0,False
Cho Oyu,2013,Autumn,Success (main peak),8188.0,8,0,5,0,True
Cho Oyu,2013,Autumn,Success (main peak),8188.0,1,0,0,0,False
Everest,2013,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2013,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2013,Spring,"Bad weather (storms, high winds)",8300.0,2,0,2,0,True
Himlung Himal,2013,Spring,Success (main peak),7126.0,6,0,3,0,False
Himlung Himal,2013,Autumn,Accident (death or serious injury),6100.0,4,0,4,2,False
Manaslu,2013,Autumn,Success (main peak),8163.0,1,0,1,0,True
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,4,0,1,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,7,0,6,0,True
Manaslu,2013,Autumn,Unknown,7300.0,1,0,0,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,1,0,1,0,True
Manaslu,2013,Autumn,Success (main peak),8163.0,1,0,1,0,True
Manaslu,2013,Autumn,Success (main peak),8163.0,1,0,1,0,True
Manaslu,2013,Autumn,Success (main peak),8163.0,7,0,7,0,True
Manaslu,2013,Autumn,Success (main peak),8163.0,6,0,3,0,True
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",6400.0,1,0,1,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,4,0,0,0,False
Manaslu,2013,Autumn,Unknown,7300.0,1,0,0,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,5,0,5,0,True
Manaslu,2013,Autumn,Success (main peak),8163.0,5,0,3,0,True
Cho Oyu,2013,Autumn,"Illness, AMS, exhaustion, or frostbite",7200.0,1,0,1,0,False
Manaslu,2013,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600.0,1,0,1,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7450.0,2,0,2,0,False
Manaslu,2013,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200.0,8,0,4,0,True
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7450.0,2,0,0,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,4,0,0,0,False
Manaslu,2013,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400.0,7,0,3,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,7,0,4,0,True
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,1,0,1,0,True
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7440.0,5,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,2,0,False
Manaslu,2011,Autumn,"Bad weather (storms, high winds)",7400.0,6,0,3,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,1,0,0,0,False
Everest,2013,Spring,"Illness, AMS, exhaustion, or frostbite",7220.0,4,0,1,0,True
Cho Oyu,2013,Autumn,Success (main peak),8188.0,7,0,2,0,True
Cho Oyu,2013,Autumn,Success (main peak),8188.0,7,0,3,0,True
Cho Oyu,2013,Autumn,Success (main peak),8188.0,5,0,2,0,False
Cho Oyu,2013,Autumn,Success (main peak),8188.0,6,0,3,0,False
Cho Oyu,2013,Autumn,Success (main peak),8188.0,2,0,3,0,True
Cho Oyu,2013,Autumn,Success (main peak),8188.0,7,0,3,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,2,0,0,0,True
Pumori,2013,Autumn,"Bad weather (storms, high winds)",6100.0,3,0,0,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",6800.0,12,0,3,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,2,0,0,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,1,0,0,0,False
Manaslu,2013,Autumn,Success (main peak),8163.0,2,0,1,0,False
Manaslu,2013,Autumn,"Bad weather (storms, high winds)",7400.0,2,0,0,0,False
Annapurna I,2013,Autumn,Success (main peak),8091.0,2,0,0,0,False
Cho Oyu,2013,Autumn,Success (main peak),8188.0,1,0,0,0,False
Makalu,2013,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400.0,5,0,0,0,False
